Id;Namn;Latitud;Longitud;Höjd (m);Aktiv
162980;Orrbyn;65.9446;22.116;15;Nej
107220;Orrskog;60.3833;17.4167;35;Nej
63220;Osby;56.3741;13.9346;111;Ja
52360;Oskarsgrundet Aut;55.597;12.8575;1;Nej
76160;Oskarshamn;57.267;16.4114;12.072;Ja
87400;Oxelösund;58.6772;17.1199;7.154;Ja
172940;Paharova A;66.8094;22.3315;227.643;Ja
183760;Pajala;67.2101;23.3928;168;Nej
183750;Pajala A;67.2036;23.3899;163.774;Ja
182910;Parkalompolo A;67.7301;22.8219;312.183;Ja
94450;Persberg;59.7497;14.2354;225;Nej
149340;Petisträsk A;64.5659;19.6943;258.047;Ja
161710;Pite-Rönnskär A;65.034;21.5609;4.878;Ja
161790;Piteå;65.2625;21.474;8.268;Ja
161770;Pitsund;65.23;21.52;8;Nej
169980;Porjus;66.9597;19.823;375;Nej
74440;Prästkulla;57.7236;14.9829;293.95;Ja
171810;Pålkem;66.3888;21.6098;265;Nej
171820;Pålkem M;66.3855;21.6167;261;Nej
136320;Ramsele;63.32;16.28;205;Nej
74490;Ramsjöholm;57.8431;14.4286;232.76;Nej
169930;Randijaur;66.761;19.3168;290;Nej
83280;Remningstorp;58.4529;13.6671;140;Nej
189720;Rensjön A;68.073;19.8351;493.651;Ja
150090;Rickleå fältstation;64.0875;20.9444;10;Nej
95490;Riddarhyttan;59.8085;15.5555;155;Nej
188830;Riksgränsen;68.4284;18.1302;508;Nej
72150;Ringhals;57.253;12.1032;10;Nej
72160;Ringhals Aut;57.2577;12.107;10;Nej
64600;Rinkaby;55.9833;14.2666;7;Nej
86570;Ripsa;58.9817;16.9168;40;Nej
108110;Risinge;60.1748;18.224;17.21;Nej
146150;Risnäset;64.25;16.4917;295;Nej
177920;Ritsem;67.7261;17.4718;521;Nej
177930;Ritsem A;67.7255;17.4668;541.214;Ja
150110;Robertsfors;64.1935;20.8467;50;Nej
78310;Roma;57.5069;18.4539;32;Nej
78300;Roma Aut;57.4998;18.4639;32;Nej
85010;Romanäs;58.0694;15.0222;155;Nej
65730;Ronneby;56.2;15.2833;10;Nej
65160;Ronneby-Bredåkra;56.267;15.265;58.2;Ja
72300;Rossared D;57.485;12.1997;15;Nej
64620;Ryd;56.45;14.7166;140;Nej
75160;Ryningsnäs;57.2666;15.9333;90;Nej
105200;Rämshyttan;60.3333;15.2;260;Nej
73480;Rångedala A;57.7846;13.1642;297.467;Ja
83630;Rånna;58.45;13.8333;125;Nej
162790;Rödkallen A;65.3121;22.3709;1.932;Ja
81040;Rörastrand;58.0578;11.6454;9.465;Ja
112080;Rörbäcksnäs;61.1269;12.8226;465;Nej
65360;Rörsbo;56.601;15.5192;140;Nej
98260;Röskär;59.4166;18.1666;15;Nej
134150;Rösta;63.2443;14.5535;360;Nej
116230;Röstebo;61.3882;16.4295;115;Nej
182810;Saittarova A;67.3363;22.2288;240.652;Ja
96550;Sala;59.9036;16.6579;56.295;Nej
96560;Sala A;59.9093;16.6843;56.575;Ja
159680;Saltmyran;65.4166;19.5;350;Nej
178680;Saltoluokta;67.3833;18.55;393;Nej
107050;Sandbro;60.0042;17.5833;35;Nej
76000;Sandbäckshult;56.9835;16.283;37;Nej
54230;Sandhammaren;55.3872;14.1947;4;Nej
98170;Sandhamn D;59.29;18.9146;2.049;Nej
72340;Sandsjöbacka;57.5571;12.0387;50;Nej
106360;Sandviken;60.6103;16.7896;65;Nej
54390;Sankt Olof;55.6402;14.1273;130;Nej
170920;Sarkavara;66.7374;20.3605;385;Nej
178850;Satis;67.5009;18.3911;425;Nej
127220;Sidsjö D;62.3809;17.2854;60;Nej
135380;Sikåskälen;63.6198;15.0929;490;Nej
104530;Siljansfors;60.8846;14.3786;260;Nej
63440;Simlångsdalen;56.7154;13.1247;75;Nej
83050;Simonstorp;58.0788;13.3957;190;Nej
86470;Simonstorp_ö;58.7847;16.1544;80;Nej
54330;Simrishamn;55.5449;14.3578;8;Nej
63450;Singeshult;56.7429;13.3608;165;Nej
108100;Singö;60.1595;18.7436;12;Nej
64630;Sjöaryd;56.5166;14.75;150;Nej
53660;Sjöholmen;55.9167;13.4305;55;Nej
83690;Sjötorp;58.8388;13.9854;50;Nej
139630;Skag;63.1992;19.0462;10;Nej
139110;Skagsudde;63.1885;19.0194;13;Nej
139120;Skagsudde A;63.1872;19.0199;9.343;Ja
98100;Skansen;59.3252;18.1019;34;Nej
83270;Skara;58.407;13.4377;117.104;Ja
83620;Skara;58.4;13.45;116;Nej
83240;Skara-Ekeberg;58.4;13.55;130;Nej
83200;Skara-Stenum;58.37;13.52;130;Nej
83260;Skara-Västerskog;58.38;13.33;105;Nej
98160;Skarpö A;59.3446;18.7404;19.287;Ja
66500;Skedemosse;56.823;16.7337;25;Nej
150450;Skellefteå;64.7584;20.9478;40;Nej
151380;Skellefteå Flygplats;64.6244;21.0717;48;Ja
97750;Skeppsta;59.1417;17.15;20;Nej
54290;Skillinge A;55.489;14.3144;4.016;Ja
95500;Skinnskatteberg;59.8333;15.6833;113;Nej
53670;Skivarp;55.4334;13.5805;20;Nej
132150;Skurdalshöjden;63.335;12.1;781;Nej
85280;Skärkind;58.472;16.0017;60;Nej
74690;Skärshult;57.1499;14.5139;230;Nej
124390;Skålan;62.65;14.1666;452;Nej
63230;Skånes Fagerhult;56.3666;13.4666;118;Nej
83230;Skövde;58.3943;13.8406;146.595;Ja
53200;Smygehuk;55.3376;13.3563;5;Nej
81220;Smögen;58.3571;11.2276;20;Nej
84580;Snavlunda;58.9671;14.8987;144;Nej
137100;Sollefteå;63.1667;17.2802;20;Nej
97560;Solsidan;59.4;17.5639;15;Nej
106060;Sonnbo;60.1197;16.2838;89;Nej
157860;Sorsele;65.5387;17.5409;350.191;Nej
74340;Spinkabo;57.5653;14.4693;285;Nej
88580;Stabbo;58.9733;18.4493;7;Nej
53720;Staffanstorp;55.65;13.2166;20;Nej
176800;Staloluokta;67.4083;16.4199;600;Nej
86440;Stavsjö Aut;58.7333;16.3667;60;Nej
53540;Stehag;55.9033;13.3995;60;Nej
154740;Stekenjokk;65.111;14.485;800;Nej
154730;Stekenjokk A;65.0929;14.5055;1037.322;Ja
116610;Stenegård;64.1991;16.1967;134;Nej
86670;Stenkullen;59.1664;16.2136;35;Nej
96210;Stenkvista;59.3221;16.5577;35;Nej
157720;Stensele;65.0706;17.1536;325;Nej
54400;Stenshuvud;55.6646;14.2595;112;Nej
78360;Stenstugu Försöksgård;57.5979;18.4507;45;Nej
169020;Stenträsk;66.3166;19.8333;410;Nej
167860;Stenudden;66.5343;17.6677;453;Nej
106270;Stjärnsund;60.4551;16.2662;130;Nej
97400;Stockholm-Arlanda Flygplats;59.6269;17.9545;42;Ja
97200;Stockholm-Bromma Flygplats;59.3537;17.9513;14;Ja
98210;Stockholm-Observatoriekullen;59.3417;18.0549;43.133;Ja
98230;Stockholm-Observatoriekullen A;59.3417;18.0549;43.133;Ja
77180;Stora Karlsö;57.2893;17.9623;40;Nej
73090;Stora Segerstad;57.1461;13.5609;180;Nej
178860;Stora Sjöfallet A;67.4948;18.2907;426.536;Ja
105220;Stora Spånsberget A;60.3817;15.1374;492.257;Ja
133570;Stora Stensjön Aut;63.9687;13.7251;680;Nej
158850;Storberg;65.5085;18.9505;453;Nej
112530;Storbo V;61.8691;12.3024;660;Nej
136360;Storfinnforsen;63.595;16.1846;232;Nej
113610;Storfjället-Sälen;61.1666;13.1166;770;Nej
94320;Storfors;59.5365;14.28;120;Nej
146710;Storholmen;64.649;16.5465;345;Nej
117610;Storjungfrun;61.1666;17.3333;10;Nej
149570;Storliden;64.95;19.4833;390;Nej
132620;Storlien;63.3158;12.1009;595;Nej
132170;Storlien-Storvallen A;63.2826;12.1218;583.124;Ja
132180;Storlien-Visjövalen;63.3028;12.1253;642;Nej
98140;Stormyra;59.2024;18.3272;15.646;Nej
159600;Stormyrheden;65.78;19.38;445;Nej
146520;Storseleby;64.8069;16.8319;430;Nej
123480;Storsjö Kapell;62.8016;13.0731;580;Nej
122600;Storsätern;62.0661;12.3139;680;Nej
154710;Storvall;65.067;14.825;560;Nej
163920;Storöhamn;65.7306;23.0924;7;Nej
163900;Storön A;65.6972;23.0959;2.394;Ja
74650;Strandvallen;57.85;14.2833;110;Nej
97270;Strängnäs;59.402;17.0605;25;Nej
96030;Strängstorp;59.05;16.2166;62;Nej
81560;Strömstad;58.9333;11.2;20;Nej
135520;Strömsund;63.8548;15.5894;373;Nej
94580;Ställdalen;59.9382;14.8884;247.176;Ja
94660;Stångfallet;59.95;14.8833;230;Nej
159970;Suddesjaur;65.8952;19.0929;342;Nej
170790;Sudok;66.3006;20.424;170;Nej
161680;Sunderbyn;65.7;21.85;20;Nej
136640;Sundmo;63.5;16.7;200;Nej
127240;Sundsvall;62.4066;17.2664;35;Nej
127310;Sundsvall-Timrå Flygplats;62.5246;17.441;4;Ja
93520;Sunne A;59.8639;13.1166;108.947;Ja
93340;Sutterhöjden;59.5833;13.9333;153;Nej
115050;Svabensverk;61.0442;15.7921;240;Nej
53560;Svalöv;55.9081;13.1174;72;Nej
98490;Svanberga A;59.8317;18.6313;14.821;Ja
84780;Svansborg;58.3165;14.847;110;Nej
181890;Svappavaara;67.6501;21.0558;327;Nej
81340;Svarteborg;58.5707;11.5572;70;Nej
66460;Svartingstorp;56.786;16.3296;20;Nej
97220;Svartsjö;59.3595;17.7392;10;Nej
53780;Svedala;55.5083;13.25;47;Nej
124020;Sveg;62.0191;14.1904;432;Nej
124030;Sveg A;62.0462;14.4069;357.187;Ja
99270;Svenska Högarna;59.4439;19.5028;10.145;Nej
99280;Svenska Högarna A;59.4423;19.5022;11.811;Ja
140200;Sydostbrotten Aut;63.3368;20.1736;24;Nej
132030;Sylarna A;63.0438;12.2748;1030.11;Ja
81010;Säby;58.0201;11.6015;10;Nej
52660;Säbyholm;55.9;12.8333;10;Nej
92100;Säffle;59.1407;12.9336;52.926;Ja
113100;Sälen;61.1691;13.2593;360;Nej
113410;Särna;61.7068;13.1335;437;Nej
113420;Särna A;61.6909;13.1828;426.61;Ja
105210;Säter;60.35;15.75;160;Nej
71470;Säve;57.7786;11.8824;20;Nej
71500;Säve-Skålvisered;57.8305;11.92;20;Nej
105410;Sågmyra;60.7004;15.3263;257;Nej
64390;Sånnahult;56.5875;14.8014;175;Nej
82260;Såtenäs;58.428;12.711;55.1;Ja
82250;Såtenäs D;58.4397;12.6928;55;Nej
99450;Söderarm A;59.7531;19.4054;14.006;Ja
97730;Söderby;59.0889;17.2083;15;Nej
117170;Söderhamn;61.3198;17.0967;10;Nej
117160;Söderhamn A;61.2691;17.0983;26;Nej
97120;Södertälje;59.2141;17.6291;43.221;Ja
127630;Söråker;62.5166;17.5166;45;Nej
113110;Tandådalen Aut;61.1766;13.0164;830;Nej
178970;Tarfala A;67.9124;18.6101;1143.653;Ja
53580;Teckomatorp;55.8778;13.0917;30;Nej
137560;Tegelträsk;63.9515;17.904;380;Nej
84630;Tidan;58.55;14;90;Nej
73660;Tinghalla;57.9666;13.85;278;Nej
64320;Tingsryd-Degerhaga;56.5375;14.8989;162.965;Ja
169790;Tjåkaape;66.309;19.21;580.4;Ja
96480;Tomta;59.8;16.55;55;Nej
74300;Tomtabacken A;57.4981;14.4645;355.895;Ja
188840;Tornehamn Aut;68.4324;18.6281;512;Nej
189760;Torneträsk;68.2201;19.7123;393;Nej
126290;Torpshammar A;62.4935;16.2742;99.137;Ja
103080;Torsby;60.1075;12.9908;127;Nej
71430;Torslanda;57.7166;11.7833;3;Nej
63600;Torup;56.9632;13.0712;85;Nej
63590;Torup A;56.9494;13.0601;132.532;Ja
76380;Tovehult;57.642;16.5682;25;Nej
84020;Tranås;58.0389;14.9853;155;Nej
85020;Tranås Aut;58.03;15.0206;185;Nej
53230;Trelleborg;55.381;13.1279;5;Nej
133160;Trillevallen V;63.2631;13.2166;611;Nej
53510;Trollenäs;55.8666;13.25;55;Nej
82620;Trollhättan;58.3;12.3166;42;Nej
82190;Trollhättans Flygplats;58.3141;12.3292;43;Nej
87540;Trosa;58.9;17.5666;5;Nej
71360;Trubaduren Aut;57.596;11.6352;1;Nej
113230;Trängslet;61.3795;13.7235;419;Nej
97100;Tullinge A;59.1785;17.9093;44.858;Ja
86010;Tyllinge;58.0166;16.0833;110;Nej
122260;Tännäs A;62.4494;12.6676;723.013;Ja
155910;Tärnaby;65.7166;15.25;450;Nej
72520;Uddabo;57.8701;12.7074;245;Nej
81210;Uddevalla;58.355;11.9541;10;Nej
54580;Ugerup;55.9657;14.1168;20;Nej
105620;Ulfshyttan;60.3;15.3833;180;Nej
72090;Ullared A;57.1134;12.7732;122.356;Ja
128590;Ullånger;62.9948;18.1794;45;Nej
73470;Ulricehamn;57.8033;13.4009;173.205;Ja
135500;Ulriksfors;63.8345;15.6164;285;Nej
97490;Ultuna;59.8139;17.6469;15;Nej
97210;Ulvhäll;59.3619;17.044;5;Nej
147460;Ulvoberg;64.7627;17.2165;520;Nej
114360;Ulvsjö;61.6022;14.1847;585;Nej
64650;Ulvö;56.6;14.6472;145;Nej
140500;Umeå;63.8302;20.2901;10;Nej
140480;Umeå Flygplats;63.7931;20.28;7.31;Ja
140490;Umeå-Röbäcksdalen;63.8129;20.2397;10;Nej
108170;Understen;60.2761;18.9227;12;Nej
133200;Undersåker;63.3269;13.3826;330;Nej
65020;Ungskär;56.0419;15.8081;2;Nej
107270;Untra;60.4393;17.3409;35;Nej
97520;Uppsala;59.8585;17.6219;13;Nej
97510;Uppsala Aut;59.8471;17.632;23.535;Ja
97530;Uppsala Flygplats;59.9;17.593;20.6;Ja
81640;Ursholmen;58.8333;11;6;Nej
64290;Urshult-Kunninge;56.4782;14.8024;145;Nej
151640;Ursviken;64.7166;21.15;5;Nej
64400;Uråsa;56.6833;14.95;167;Nej
55570;Utklippan A;55.9557;15.7048;2.391;Ja
95640;Uttersberg;59.75;15.6666;95;Nej
107450;Utvalnäs Aut;60.7547;17.3574;5;Nej
88570;Utö;58.9502;18.2669;40;Nej
78030;Valar;57.0278;18.2194;15;Nej
86130;Valdemarsvik;58.2148;16.5828;10;Nej
96000;Valla;59.0185;16.3709;50;Nej
72080;Varberg;57.1092;12.2961;34.606;Nej
93240;Varpnäs;59.4042;13.2667;68;Nej
105630;Vassbo;60.5333;15.5333;120;Nej
188810;Vassijaure;68.4316;18.2839;537;Nej
83150;Vedum;58.1722;12.9944;110;Nej
52550;Ven;55.9;12.7166;20;Nej
75630;Vetlanda;57.4166;15.0666;200;Nej
160970;Vidsel;65.875;20.15;182.566;Ja
160960;Vidsel;65.8728;20.1485;180.06;Nej
137030;Viksbäcken;63.05;17.75;6;Nej
107020;Viksta;60.0694;17.6181;103;Nej
146350;Vilhelmina A;64.5798;16.8386;348.198;Ja
94170;Villingsberg;59.2833;14.7;148;Nej
75400;Vimmerby;57.6687;15.8518;110;Nej
156940;Vindel-Björkheden;65.8211;16.7114;350;Nej
157930;Vindel-Storsjö;65.7666;17.05;345;Nej
149120;Vindeln-Sunnansjönäs;64.1371;19.7581;237.471;Ja
71380;Vinga A;57.6322;11.6048;18.205;Ja
95030;Vingåker;59.0782;15.8163;60;Nej
106500;Vintjärn;60.8321;16.0581;348;Nej
78390;Visby;57.636;18.2891;28;Nej
78400;Visby Flygplats;57.6678;18.3516;41.05;Ja
84060;Visingsö;58.0908;14.401;110;Nej
84050;Visingsö A;58.0948;14.4058;93.582;Ja
65310;Vissefjärda;56.5124;15.6235;114;Nej
181900;Vittangi;67.6943;21.6335;250;Nej
166870;Vuoggatjålme;66.5759;16.3511;500;Nej
98590;Väddö;59.9833;18.8166;10;Nej
81350;Väderöarna A;58.576;11.0661;22.356;Ja
81620;Väderöbod;58.55;11.0333;7;Nej
82230;Vänersborg;58.3543;12.3585;47.996;Nej
97620;Vängsö;59.1166;17.2;15;Nej
139540;Vännäs;63.9187;19.6986;87;Nej
98200;Värtan;59.35;18.1;20;Nej
107180;Väsby;60.3;17.4333;35;Nej
150270;Västanträsk;64.4502;20.4055;140;Nej
85270;Västerlösa;58.4447;15.3772;75;Nej
83340;Västerplana;58.5586;13.3508;128;Nej
76470;Västervik;57.7213;16.4683;33;Nej
96350;Västerås;59.5972;16.6001;15.836;Ja
96370;Västerås-Hässlö;59.5888;16.6299;6;Nej
138070;Västmarkum A;63.1243;18.2518;141.392;Ja
107530;Västra Banken Aut;60.88;17.93;25;Nej
85630;Västra Ny;58.65;15.05;120;Nej
64520;Växjö;56.8427;14.8176;170;Nej
64510;Växjö A;56.8463;14.8296;198.861;Ja
64560;Växjö-Kronoberg;56.9252;14.7333;182;Nej
82010;Vårgårda-Hägrunga;58.0166;12.8333;148;Nej
73190;Våthultström;57.3166;13.4333;163;Nej
52620;Weibullsholm;55.8722;12.8556;5;Nej
97070;Wiad;59.1116;17.7219;12;Nej
173900;Ylinenjärvi A;66.6223;23.4635;133.672;Ja
53260;Ystad;55.441;13.8278;32;Nej
124040;Ytterberg D;62.0664;14.4911;482;Nej
124110;Ytterhogdal;62.1817;14.9478;263.585;Ja
147170;Yxsjö;64.2833;17.5166;350;Nej
85490;Zinkgruvan;58.8061;15.1253;213.468;Nej
84470;Älgarås;58.7906;14.3188;130;Nej
114160;Älvdalen 2;61.2549;14.0348;250;Nej
114140;Älvdalen A;61.2536;14.0355;251.633;Ja
94560;Älvhöjden;59.9978;14.7889;340;Nej
161690;Älvsby Skogsskola;65.6833;21.0666;40;Nej
161910;Älvsbyn A;65.6691;21.062;43.384;Ja
91120;Äng;59.0319;11.9791;135;Nej
62710;Ängelholm;56.25;12.85;10;Nej
62180;Ängelholm-Barkåkra Flygplats;56.2926;12.8558;17.634;Ja
73690;Äspered;57.9331;13.1805;294;Nej
92600;Ågården;59.183;12.0141;110;Nej
97150;Åkers Styckebruk;59.2511;17.0879;20;Nej
83540;Åkershus;58.898;13.2517;50;Nej
97700;Ålandsdal;59.8663;17.2799;40;Nej
179740;Ålloluokta;67.1261;19.4976;370;Nej
134620;Ålviken;63.8825;14.4803;325;Nej
134520;Ålåsen;63.8683;14.6063;450;Nej
106570;Åmot A;60.9614;16.4279;161.678;Ja
106580;Åmotsbruk;60.9645;16.4631;145;Nej
92030;Åmål;59.0542;12.6969;60;Nej
125310;Ånge;62.5219;15.6311;160;Nej
151600;Ånäset;64.2659;21.0457;15;Nej
133230;Åre;63.4;13.1;440;Nej
133260;Åreskutan Aut;63.4304;13.0746;1280;Nej
92380;Årjäng;59.3833;12.1666;130;Nej
75100;Åseda;57.1462;15.3987;230;Nej
147100;Åsele;64.1598;17.3494;318.481;Nej
147090;Åsele A;64.165;17.3153;307.712;Ja
73680;Åstafors;57.4666;13.2139;155;Nej
94050;Åtorp;59.0963;14.3652;98.8;Nej
85130;Åtvidaberg;58.2;15.9833;100;Nej
82650;Ödebyn;58.7833;12.1833;150;Nej
84140;Ödeshög D;58.2546;14.653;120.381;Nej
82660;Ödskölt;58.8458;12.1472;175;Nej
85220;Öjebro;58.3833;15.2;85;Nej
161800;Öjebyn;65.3566;21.389;5;Nej
87520;Ökna;59.0833;16.3167;35;Nej
77220;Ölands norra udde;57.3665;17.0976;2.039;Nej
77210;Ölands norra udde A;57.3671;17.0954;2.762;Ja
66040;Ölands södra grund Aut;56.07;16.68;1;Nej
66120;Ölands södra udde;56.1957;16.401;3;Nej
66110;Ölands södra udde A;56.1977;16.4005;1.53;Ja
66630;Ölvingstorp;56.6166;16.1166;15;Nej
84260;Örberga;58.4274;14.826;105;Nej
72290;Örby;57.4833;12.7;90;Nej
95160;Örebro;59.2782;15.1574;35;Nej
95170;Örebro Aut;59.2671;15.2686;23;Nej
95130;Örebro Flygplats;59.2289;15.0455;53;Ja
108640;Öregrund;60.3333;18.4333;7;Nej
52510;Örja Aut;55.8798;12.8705;11;Nej
138240;Örnsköldsviks Flygplats;63.4119;18.9797;107;Ja
108320;Örskär A;60.5256;18.3729;6.539;Ja
53470;Örtofta;55.7833;13.25;20;Nej
78280;Östergarnsholm A;57.4408;18.9839;8.127;Ja
134100;Östersund;63.1736;14.6786;345;Nej
134110;Östersund-Frösön Flygplats;63.1981;14.4869;375.8;Ja
102190;Östmark-Lämbacken;60.306;12.6977;160;Nej
102200;Östmark-Rännberg;60.3328;12.6775;198;Nej
102210;Östmark-Röjdåsen;60.3548;12.6491;308;Nej
102170;Östmark-Åsarna;60.2787;12.8534;133.264;Ja
172790;Överkalix-Svartbyn;66.2646;22.8365;46;Nej
172770;Överkalix-Svartbyn A;66.2618;22.8427;61.024;Ja
173810;Övertorneå;66.386;23.6155;59.508;Ja
133470;Överäng;63.7788;13.0734;450;Nej
86700;Övre Gränsö;58.35;16.8333;5;Nej
